case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow
187,27,32,5,2,1900000187,1,3,0,979,2,105,121,16,2890,0
188,28,33,0,0,1900000188,0,0,1,509,1,45,0,10,2150,0
188,28,33,0,0,1900000188,1,0,0,1753,1,0,22,30,6120,0
189,29,34,1,1,1900000189,0,1,0,1403,1,0,15,25,4840,0
189,29,34,1,1,1900000189,1,1,0,1420,1,0,80,24,4920,0
190,30,35,2,2,1900000190,0,2,0,2371,2,49,62,51,6360,0
190,30,35,2,2,1900000190,1,2,0,1747,1,0,36,33,5100,0
191,31,36,3,0,1900000191,0,3,0,2446,1,0,93,0,0,0
191,31,36,3,0,1900000191,1,3,0,2181,2,99,54,31,5180,0
192,32,37,4,1,1900000192,0,0,0,1127,1,0,76,20,3920,0
192,32,37,4,1,1900000192,1,0,0,1834,1,0,42,33,6030,0
193,33,38,5,2,1900000193,0,1,1,1564,1,15,0,29,4880,0
193,33,38,5,2,1900000193,1,1,0,727,1,0,41,15,2370,0
194,34,39,0,0,1900000194,0,2,0,2502,2,81,16,46,7890,0
194,34,39,0,0,1900000194,1,2,1,1684,1,48,0,31,5570,0
195,35,0,1,1,1900000195,0,3,1,461,1,27,0,11,1850,0
195,35,0,1,1,1900000195,1,3,0,918,1,0,85,19,3190,0
196,36,1,2,2,1900000196,0,0,0,821,1,0,69,16,3000,0
196,36,1,2,2,1900000196,1,0,0,737,1,0,96,15,2690,0
197,37,2,3,0,1900000197,0,1,1,600,1,13,0,12,2210,0
197,37,2,3,0,1900000197,1,1,1,1812,1,45,0,33,5810,0
198,38,3,4,1,1900000198,0,2,0,1199,2,60,21,21,3870,0
198,38,3,4,1,1900000198,1,2,0,887,1,0,69,18,3210,0
199,39,4,5,2,1900000199,0,3,0,1110,1,0,92,19,3640,0
199,39,4,5,2,1900000199,1,3,0,1320,1,0,24,22,4200,0
200,0,12,1,1,1900000200,0,1,0,614,1,0,17,13,2240,0
200,0,12,1,1,1900000200,1,1,0,683,1,0,58,14,2410,0
201,1,13,2,2,1900000201,0,2,0,1627,2,38,60,31,5180,0
201,1,13,2,2,1900000201,1,2,0,1982,2,13,5,38,6120,0
202,2,14,3,0,1900000202,0,3,0,911,2,94,113,14,2830,0
202,2,14,3,0,1900000202,1,3,0,847,2,94,113,14,2830,0
203,3,15,4,1,1900000203,0,0,0,1404,1,0,8,27,4650,0
203,3,15,4,1,1900000203,1,0,0,897,1,0,19,18,3190,0
204,4,16,5,2,1900000204,0,1,0,1508,1,0,53,23,4160,0
204,4,16,5,2,1900000204,1,1,0,2060,2,8,82,38,6630,0
205,5,17,0,0,1900000205,0,2,0,733,1,0,40,16,2480,0
205,5,17,0,0,1900000205,1,2,0,887,1,0,8,19,3000,0
206,6,18,1,1,1900000206,0,3,0,755,1,0,75,15,2730,0
206,6,18,1,1,1900000206,1,3,1,1397,1,13,0,26,4730,0
207,7,19,2,2,1900000207,0,0,0,1179,1,0,62,23,3890,0
207,7,19,2,2,1900000207,1,0,0,1009,1,0,62,20,3380,0
208,8,20,3,0,1900000208,0,1,0,1321,1,0,85,20,4000,0
208,8,20,3,0,1900000208,1,1,0,571,1,0,102,9,1920,0
209,9,21,4,1,1900000209,0,2,0,1340,1,0,60,23,4150,0
209,9,21,4,1,1900000209,1,2,0,1298,1,0,101,24,4360,0
210,10,22,5,2,1900000210,0,3,1,1871,1,72,0,32,5760,0
210,10,22,5,2,1900000210,1,3,1,1115,1,72,0,21,3850,0
211,11,23,0,0,1900000211,0,0,0,2693,1,0,89,45,8880,0
211,11,23,0,0,1900000211,1,0,0,2116,1,0,64,35,7280,0
212,12,24,1,1,1900000212,0,1,1,1281,1,37,0,22,4540,0
212,12,24,1,1,1900000212,1,1,1,1329,1,54,0,24,4650,0
213,13,25,2,2,1900000213,0,2,0,664,1,0,2,13,2600,0
213,13,25,2,2,1900000213,1,2,0,580,1,0,12,12,2440,0
214,14,26,3,0,1900000214,0,3,0,1109,1,0,20,20,3520,0
214,14,26,3,0,1900000214,1,3,0,1189,1,0,64,22,3920,0
215,15,27,4,1,1900000215,0,0,0,748,2,109,145,15,2610,0
215,15,27,4,1,1900000215,1,0,0,770,2,71,145,16,2630,0
216,16,28,5,2,1900000216,0,1,0,604,1,0,60,10,2380,0
216,16,28,5,2,1900000216,1,1,0,571,1,0,77,10,2420,0
217,17,29,0,0,1900000217,0,2,0,2002,2,85,58,33,6540,0
217,17,29,0,0,1900000217,1,2,1,2312,1,36,0,36,7540,0
218,18,30,1,1,1900000218,0,3,0,426,1,0,49,10,1900,0
218,18,30,1,1,1900000218,1,3,0,409,1,0,21,10,1900,0
219,19,31,2,2,1900000219,0,0,1,825,1,32,0,17,2950,0
219,19,31,2,2,1900000219,1,0,1,1703,1,19,0,32,5570,0
220,20,32,3,0,1900000220,0,1,0,1255,1,0,36,21,4130,0
220,20,32,3,0,1900000220,1,1,0,723,1,0,91,15,2770,0
221,21,33,4,1,1900000221,0,2,0,1816,1,0,17,34,5930,0
221,21,33,4,1,1900000221,1,2,0,1334,1,0,92,26,4430,0
222,22,34,5,2,1900000222,0,3,1,1418,2,66,140,20,4990,0
222,22,34,5,2,1900000222,1,3,0,1528,1,0,88,23,5230,0
223,23,35,0,0,1900000223,0,0,0,1623,1,0,74,29,5290,0
223,23,35,0,0,1900000223,1,0,1,2180,1,13,0,40,6980,0
224,24,36,1,1,1900000224,0,1,0,2158,2,21,59,35,7320,0
224,24,36,1,1,1900000224,1,1,0,1973,1,0,59,32,6800,0
225,25,37,2,2,1900000225,0,2,0,1640,1,0,94,31,5470,0
225,25,37,2,2,1900000225,1,2,0,809,1,0,80,16,2840,0
226,26,38,3,0,1900000226,0,3,0,838,1,0,51,17,2800,0
226,26,38,3,0,1900000226,1,3,0,838,1,0,52,17,2800,0
227,27,39,4,1,1900000227,0,0,0,2700,3,83,46,48,8330,0
227,27,39,4,1,1900000227,1,0,0,2103,2,127,63,37,6560,0
228,28,0,5,2,1900000228,0,1,0,688,1,0,79,9,1810,0
228,28,0,5,2,1900000228,1,1,0,916,2,111,113,12,2420,0
229,29,1,0,0,1900000229,0,2,0,937,1,0,91,18,3440,0
229,29,1,0,0,1900000229,1,2,0,1069,1,0,110,19,3760,0
230,30,2,1,1,1900000230,0,3,0,385,1,0,10,10,1700,0
230,30,2,1,1,1900000230,1,3,1,382,1,18,0,10,1730,0
231,31,3,2,2,1900000231,0,0,0,878,1,0,6,17,3090,0
231,31,3,2,2,1900000231,1,0,0,916,1,0,39,18,3360,0
232,32,4,3,0,1900000232,0,1,0,595,1,0,69,11,2230,0
232,32,4,3,0,1900000232,1,1,0,849,1,0,119,16,3110,0
233,33,5,4,1,1900000233,0,2,1,2581,1,40,0,47,7930,0
233,33,5,4,1,1900000233,1,2,0,2369,1,0,12,44,7350,0
234,34,6,5,2,1900000234,0,3,0,1017,2,54,119,18,3210,0
234,34,6,5,2,1900000234,1,3,0,832,2,84,127,16,2790,0
235,35,7,0,0,1900000235,0,0,0,1235,1,0,44,23,4210,0
235,35,7,0,0,1900000235,1,0,0,934,1,0,28,19,3250,0
236,36,8,1,1,1900000236,0,1,1,1597,1,11,0,29,5270,0
236,36,8,1,1,1900000236,1,1,0,1060,1,0,16,20,3700,0
237,37,9,2,2,1900000237,0,2,0,2700,3,45,139,48,8320,0
237,37,9,2,2,1900000237,1,2,1,2700,3,77,149,48,8460,0
238,38,10,3,0,1900000238,0,3,0,875,2,72,124,16,2870,0
238,38,10,3,0,1900000238,1,3,0,531,1,0,124,10,1820,0
239,39,11,4,1,1900000239,0,0,0,2186,1,0,99,36,7440,0
239,39,11,4,1,1900000239,1,0,0,2002,1,0,97,33,6920,0
