case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow,personality,decisions,distance,objective_distance,mean_energy,stationary_fraction,retreat_fraction,low_hp_decisions,low_hp_retreats,casts_1,casts_2,casts_3,casts_4,casts_5,damage,damage_taken,healed,shielded,control,model_checksum,opponent_checksum
173,13,18,3,0,2160000173,1,1,0,904,1,0,44,16,2926,0,STEADY,302,3.36518,2.41999,0.185417,0.327815,0.0960265,110,6,12,1,2,0,1,85,104,0,0,104,e617ab48,0
174,14,19,4,0,2160000174,0,2,1,1233,1,97,0,18,3150,0,STEADY,411,2.50386,8.21622,0.466662,0.0389294,0.0218978,0,0,1,8,3,3,3,132,16,0,9,23,e617ab48,0
174,14,19,4,0,2160000174,1,2,1,768,1,98,0,14,2146,0,STEADY,256,2.51089,8.52399,0.363352,0.0507812,0.0117188,0,0,2,8,2,1,1,132,15,0,6,57,e617ab48,0
175,15,20,5,0,2160000175,0,3,0,1182,2,73,102,13,2572,0,STEADY,394,9.97357,6.9284,0.333845,0.269036,0.634518,0,0,0,8,0,4,1,0,45,0,0,0,e617ab48,0
175,15,20,5,0,2160000175,1,3,0,2281,1,0,26,31,4837,0,STEADY,761,2.8769,2.82278,0.133113,0.34954,0.086728,470,28,21,6,1,2,1,68,127,9,16,484,e617ab48,0
176,16,21,0,0,2160000176,0,0,1,1062,1,100,0,15,2884,0,STEADY,354,2.65078,4.72912,0.144056,0.0225989,0.059322,0,0,11,2,0,0,2,124,15,0,0,18,e617ab48,0
176,16,21,0,0,2160000176,1,0,1,1431,1,58,0,17,3393,0,STEADY,477,2.89738,6.46298,0.145082,0.0377358,0,0,0,14,3,0,0,0,124,57,0,0,34,e617ab48,0
177,17,22,1,0,2160000177,0,1,0,634,1,0,98,9,1548,0,STEADY,212,2.82906,3.31652,0.288198,0.117925,0.127358,48,3,4,2,0,2,1,77,104,12,0,87,e617ab48,0
177,17,22,1,0,2160000177,1,1,1,584,1,78,0,10,2063,0,STEADY,195,3.01694,1.61648,0.338995,0.333333,0.0615385,0,0,1,2,0,5,2,175,56,30,0,57,e617ab48,0
178,18,23,2,0,2160000178,0,2,0,1309,1,0,58,20,2957,0,STEADY,437,3.00253,2.10596,0.156499,0.0640732,0.437071,94,27,17,2,0,0,1,66,129,0,0,206,e617ab48,0
178,18,23,2,0,2160000178,1,2,0,1447,1,0,57,20,3175,0,STEADY,483,2.87216,2.65748,0.157184,0.0621118,0.320911,90,37,15,3,0,0,2,66,129,0,0,154,e617ab48,0
179,19,24,3,0,2160000179,0,3,1,1476,1,15,0,27,4709,0,STEADY,492,3.97823,2.1193,0.176396,0.489837,0.182927,117,27,25,1,0,1,0,125,117,0,0,0,e617ab48,0
179,19,24,3,0,2160000179,1,3,1,1383,1,22,0,26,4520,0,STEADY,461,4.35558,1.71453,0.166208,0.457701,0.264642,75,33,24,1,0,1,0,125,110,0,10,320,e617ab48,0
180,20,25,4,0,2160000180,0,0,0,1562,1,0,89,23,4258,0,STEADY,521,4.77806,4.57166,0.151852,0.330134,0.46833,200,102,19,1,1,2,0,15,102,0,36,412,e617ab48,0
180,20,25,4,0,2160000180,1,0,0,761,1,0,83,14,2667,0,STEADY,254,4.42013,4.49255,0.20015,0.480315,0.173228,50,4,11,1,0,1,1,21,102,0,0,0,e617ab48,0
181,21,26,5,0,2160000181,0,1,1,856,1,85,0,19,2630,0,STEADY,286,2.93719,2.23392,0.212531,0.0594406,0.297203,0,0,3,14,1,0,1,108,39,0,0,159,e617ab48,0
181,21,26,5,0,2160000181,1,1,1,1945,1,38,0,31,4467,0,STEADY,649,2.98283,5.89257,0.124678,0.00924499,0.198767,46,10,9,20,1,0,1,108,86,0,0,10,e617ab48,0
182,22,27,0,0,2160000182,0,2,1,1771,1,56,0,22,5479,0,STEADY,591,3.69078,6.81376,0.180296,0.123519,0.035533,18,0,1,10,8,0,3,145,119,0,27,67,e617ab48,0
182,22,27,0,0,2160000182,1,2,1,1912,1,118,0,23,5868,0,STEADY,638,3.77965,6.59629,0.175542,0.117555,0.0407524,0,0,1,12,8,0,2,145,57,0,17,40,e617ab48,0
183,23,28,1,0,2160000183,0,3,0,177,1,0,103,4,750,0,STEADY,59,5.99948,2.52426,0.836814,0.237288,0,13,0,0,3,1,0,0,0,105,0,0,76,e617ab48,0
183,23,28,1,0,2160000183,1,3,1,898,1,34,0,17,2458,0,STEADY,300,2.16977,3.05939,0.213903,0.0766667,0.01,207,2,11,4,1,0,1,103,88,17,0,41,e617ab48,0
184,24,29,2,0,2160000184,0,0,1,1341,1,75,0,23,3885,0,STEADY,447,3.27332,2.13104,0.150114,0.317673,0.317673,0,0,13,5,2,2,1,102,50,0,0,99,e617ab48,0
184,24,29,2,0,2160000184,1,0,1,1741,1,61,0,34,4702,0,STEADY,581,2.90055,2.12675,0.118036,0.401033,0.287435,0,0,28,2,1,2,1,102,64,0,0,147,e617ab48,0
185,25,30,3,0,2160000185,0,1,0,880,1,0,111,9,1825,0,STEADY,294,4.09863,4.19339,0.234908,0.193878,0.00680272,171,0,0,6,1,0,2,14,104,0,0,18,e617ab48,0
185,25,30,3,0,2160000185,1,1,0,416,1,0,97,6,1265,0,STEADY,139,4.34525,2.62413,0.411683,0.201439,0.0647482,35,0,0,3,1,0,2,28,104,0,0,107,e617ab48,0
186,26,31,4,0,2160000186,0,2,1,766,1,35,0,17,2470,0,STEADY,256,2.60768,1.54447,0.240059,0.28125,0.0859375,104,11,9,7,0,0,1,141,73,0,0,127,e617ab48,0
186,26,31,4,0,2160000186,1,2,1,532,1,52,0,13,1930,0,STEADY,178,2.50038,5.84157,0.323,0.174157,0.0561798,0,0,7,5,1,0,0,141,56,0,0,34,e617ab48,0
187,27,32,5,0,2160000187,0,3,0,1243,1,0,84,20,3617,0,STEADY,415,3.82256,3.24004,0.215586,0.359036,0.255422,168,66,17,1,1,0,1,37,145,0,0,39,e617ab48,0
187,27,32,5,0,2160000187,1,3,0,1298,1,0,121,22,3905,0,STEADY,433,5.62797,3.49555,0.182995,0.43418,0.353349,56,44,20,2,0,0,0,0,145,0,0,320,e617ab48,0
188,28,33,0,0,2160000188,0,0,0,587,1,0,8,11,2189,0,STEADY,196,4.14146,3.20951,0.240219,0.397959,0.387755,113,62,2,6,1,0,2,144,111,0,0,0,e617ab48,0
188,28,33,0,0,2160000188,1,0,1,593,1,8,0,11,2176,0,STEADY,198,4.01473,2.42993,0.243354,0.363636,0.5,107,64,2,6,1,0,2,152,103,0,0,119,e617ab48,0
189,29,34,1,0,2160000189,0,1,0,1387,1,0,69,24,3836,0,STEADY,463,3.92002,2.51409,0.191078,0.349892,0.444924,324,153,15,3,5,0,1,71,102,0,25,435,e617ab48,0
189,29,34,1,0,2160000189,1,1,0,1094,1,0,73,20,3005,0,STEADY,365,3.44599,2.30251,0.199627,0.287671,0.50411,64,38,14,2,3,0,1,67,102,0,45,152,e617ab48,0
190,30,35,2,0,2160000190,0,2,1,1662,1,72,0,29,3295,0,STEADY,554,4.35435,5.00582,0.126881,0.032491,0.00361011,0,0,26,2,0,0,1,101,53,0,0,49,e617ab48,0
190,30,35,2,0,2160000190,1,2,1,1681,1,99,0,31,3533,0,STEADY,561,4.25334,4.93184,0.116756,0.0356506,0.00356506,0,0,27,2,0,1,1,101,26,0,0,83,e617ab48,0
191,31,36,3,0,2160000191,0,3,0,680,1,0,25,13,1948,0,STEADY,227,3.76231,2.13952,0.292348,0.427313,0.0484581,47,0,7,4,0,0,2,68,132,0,0,52,e617ab48,0
191,31,36,3,0,2160000191,1,3,1,600,1,42,0,14,2061,0,STEADY,200,4.01288,1.81167,0.26928,0.515,0.11,14,7,8,4,0,0,2,93,90,0,0,20,e617ab48,0
192,32,37,4,0,2160000192,0,0,0,2700,3,98,31,40,7081,0,STEADY,900,2.56206,5.67044,0.0902456,0.0311111,0.102222,0,0,37,0,1,1,1,119,23,0,0,0,e617ab48,0
192,32,37,4,0,2160000192,1,0,0,2700,3,49,25,38,6758,0,STEADY,900,2.80281,6.2304,0.0902389,0.0166667,0.224444,0,0,35,0,1,1,1,125,72,0,0,25,e617ab48,0
193,33,38,5,0,2160000193,0,1,1,775,1,115,0,16,2442,0,STEADY,259,3.13241,2.74882,0.248772,0.0810811,0.119691,0,0,4,2,9,0,1,104,37,0,0,155,e617ab48,0
193,33,38,5,0,2160000193,1,1,1,759,2,122,104,16,2396,0,STEADY,253,4.89833,1.67565,0.23666,0.193676,0.328063,0,0,3,2,10,0,1,0,30,0,0,600,e617ab48,0
194,34,39,0,0,2160000194,0,2,1,1233,1,117,0,15,2721,0,STEADY,411,2.85883,7.77382,0.318311,0.167883,0.0291971,0,0,2,11,0,1,1,114,23,0,0,0,e617ab48,0
194,34,39,0,0,2160000194,1,2,1,1978,1,51,0,23,4161,0,STEADY,660,2.75322,5.18035,0.128682,0.189394,0.133333,138,18,5,14,0,0,4,114,89,0,0,24,e617ab48,0
195,35,0,1,0,2160000195,0,3,0,766,1,0,33,10,1811,0,STEADY,256,2.61607,2.08537,0.208121,0.0078125,0.0664062,112,0,4,4,0,1,1,76,110,9,3,75,e617ab48,0
195,35,0,1,0,2160000195,1,3,1,724,1,40,0,12,2000,0,STEADY,242,2.53705,2.21887,0.199347,0.0371901,0.0495868,12,0,3,6,1,1,1,109,61,0,10,73,e617ab48,0
196,36,1,2,0,2160000196,0,0,0,898,1,0,32,17,3039,0,STEADY,300,3.65361,1.9992,0.19012,0.383333,0.276667,53,4,2,15,0,0,0,104,93,0,0,118,e617ab48,0
196,36,1,2,0,2160000196,1,0,0,568,1,0,87,12,2180,0,STEADY,190,4.10855,2.29223,0.217074,0.268421,0.378947,54,18,2,10,0,0,0,49,93,0,0,88,e617ab48,0
197,37,2,3,0,2160000197,0,1,0,590,1,0,58,11,2115,0,STEADY,197,5.03114,2.77786,0.338218,0.233503,0.294416,51,14,8,0,2,0,1,36,150,0,0,214,e617ab48,0
197,37,2,3,0,2160000197,1,1,1,918,1,120,0,18,3204,0,STEADY,306,2.55554,2.17585,0.215464,0.150327,0.133987,0,0,16,0,1,1,0,94,30,0,0,96,e617ab48,0
198,38,3,4,0,2160000198,0,2,0,534,1,0,14,9,1701,0,STEADY,178,3.68969,2.77448,0.363522,0.44382,0.129213,57,13,3,4,0,0,2,92,104,0,0,103,e617ab48,0
198,38,3,4,0,2160000198,1,2,1,461,1,82,0,10,1907,0,STEADY,154,4.91284,3.05573,0.355916,0.532468,0.220779,0,0,4,3,0,1,2,106,22,0,0,156,e617ab48,0
199,39,4,5,0,2160000199,0,3,0,712,1,0,72,12,2418,0,STEADY,238,3.61413,4.73952,0.314567,0.172269,0.012605,59,0,2,2,0,4,4,51,114,0,17,0,e617ab48,0
199,39,4,5,0,2160000199,1,3,1,1048,1,27,0,19,3034,0,STEADY,350,2.70773,4.02852,0.208454,0.1,0.0685714,120,13,12,2,0,3,2,123,87,0,25,2,e617ab48,0
200,0,12,1,0,2160000200,0,1,1,397,1,17,0,10,1703,0,STEADY,133,2.99455,2.85461,0.321767,0.240602,0.150376,61,10,4,3,1,1,1,111,96,0,0,0,e617ab48,0
200,0,12,1,0,2160000200,1,1,0,379,1,0,51,8,1443,0,STEADY,127,3.75664,2.18353,0.359717,0.228346,0.102362,41,4,3,3,1,1,0,60,113,0,0,44,e617ab48,0
201,1,13,2,0,2160000201,0,2,0,1497,1,0,71,23,3887,0,STEADY,499,3.92773,6.85254,0.177387,0.306613,0.11022,101,36,6,13,0,2,2,33,136,0,91,131,e617ab48,0
201,1,13,2,0,2160000201,1,2,0,1933,1,0,82,23,4630,0,STEADY,645,4.68056,9.19282,0.198862,0.179845,0.184496,43,4,1,7,0,5,10,22,136,0,50,0,e617ab48,0
202,2,14,3,0,2160000202,0,3,0,825,1,0,30,14,2668,0,STEADY,275,3.49316,2.91299,0.225404,0.48,0.185455,97,30,3,10,0,0,1,83,94,0,0,20,e617ab48,0
202,2,14,3,0,2160000202,1,3,0,445,1,0,113,8,1689,0,STEADY,149,5.25085,4.61113,0.353215,0.456376,0.0536913,11,4,4,4,0,0,0,0,94,0,0,0,e617ab48,0
203,3,15,4,0,2160000203,0,0,0,1307,1,0,22,18,3371,0,STEADY,436,2.3859,3.71199,0.1715,0.213303,0.0756881,84,11,16,1,0,1,0,96,106,0,12,74,e617ab48,0
203,3,15,4,0,2160000203,1,0,0,1831,1,0,33,20,3922,0,STEADY,611,2.02895,4.60859,0.132838,0.181669,0.0327332,330,11,18,1,0,1,0,85,106,0,2,49,e617ab48,0
204,4,16,5,0,2160000204,0,1,0,1568,1,0,87,21,3852,0,STEADY,523,4.54687,5.35504,0.228524,0.237094,0.107075,208,2,2,17,0,1,1,28,123,0,0,0,e617ab48,0
204,4,16,5,0,2160000204,1,1,0,1373,1,0,53,16,2987,0,STEADY,458,4.18189,5.4791,0.197007,0.196507,0.0305677,139,2,4,10,0,1,1,62,123,0,0,0,e617ab48,0
205,5,17,0,0,2160000205,0,2,0,631,1,0,78,6,1343,0,STEADY,211,2.83036,2.57611,0.201218,0.113744,0.14218,83,0,2,2,1,1,0,18,141,0,16,21,e617ab48,0
205,5,17,0,0,2160000205,1,2,0,607,1,0,88,5,1290,0,STEADY,203,2.75487,4.52334,0.198906,0.0738916,0.17734,93,6,1,2,0,1,1,0,141,0,16,0,e617ab48,0
206,6,18,1,0,2160000206,0,3,1,1065,1,45,0,17,3113,0,STEADY,355,2.04417,2.65206,0.155687,0,0.115493,237,11,14,0,1,0,2,129,86,0,0,54,e617ab48,0
206,6,18,1,0,2160000206,1,3,1,1314,1,93,0,20,3697,0,STEADY,438,1.69746,1.92253,0.14276,0.0114155,0.0410959,0,0,18,1,1,0,0,129,38,0,0,11,e617ab48,0
207,7,19,2,0,2160000207,0,0,1,892,1,68,0,11,2080,0,STEADY,298,1.66252,7.30828,0.12745,0.0436242,0,0,0,6,2,0,1,2,132,32,0,0,27,e617ab48,0
207,7,19,2,0,2160000207,1,0,1,796,1,83,0,12,2014,0,STEADY,266,1.92352,5.68676,0.14491,0.0676692,0,0,0,7,3,0,1,1,132,17,0,0,25,e617ab48,0
208,8,20,3,0,2160000208,0,1,0,533,1,0,102,12,2000,0,STEADY,178,5.73924,1.63516,0.414736,0.41573,0.0898876,27,12,8,2,2,0,0,0,116,0,20,409,e617ab48,0
208,8,20,3,0,2160000208,1,1,1,1246,1,20,0,21,3358,0,STEADY,416,3.64449,2.73319,0.194522,0.185096,0.189904,219,45,10,1,9,1,0,98,96,0,8,356,e617ab48,0
209,9,21,4,0,2160000209,0,2,1,1630,1,74,0,21,4615,0,STEADY,544,3.69638,6.23883,0.212039,0.0238971,0.0441176,0,0,10,4,1,1,5,124,87,12,0,66,e617ab48,0
209,9,21,4,0,2160000209,1,2,1,1823,1,31,0,28,5154,0,STEADY,608,3.37566,5.22287,0.179048,0.0394737,0.141447,45,28,10,13,1,0,4,124,126,8,0,36,e617ab48,0
210,10,22,5,0,2160000210,0,3,1,2094,1,4,0,31,5421,0,STEADY,698,2.49254,2.9074,0.125311,0.0673352,0.167622,341,47,29,2,0,0,0,175,120,0,0,67,e617ab48,0
210,10,22,5,0,2160000210,1,3,0,1075,1,0,79,16,2866,0,STEADY,359,2.35709,2.82067,0.170292,0.0584958,0.214485,122,20,14,2,0,0,0,96,124,0,0,34,e617ab48,0
211,11,23,0,0,2160000211,0,0,0,1345,1,0,105,9,2159,0,STEADY,449,2.30941,4.40751,0.135256,0.0289532,0.0935412,181,5,4,2,0,2,1,18,141,24,10,0,e617ab48,0
211,11,23,0,0,2160000211,1,0,0,598,1,0,90,6,1408,0,STEADY,200,2.97154,4.68149,0.176295,0.055,0.16,79,0,1,2,0,1,2,36,129,12,10,0,e617ab48,0
212,12,24,1,0,2160000212,0,1,1,1312,1,30,0,19,3124,0,STEADY,438,2.9919,6.2654,0.139233,0.0936073,0.19863,110,0,13,1,2,1,2,125,81,0,0,37,e617ab48,0
212,12,24,1,0,2160000212,1,1,0,421,1,0,4,11,1760,0,STEADY,141,2.96333,3.20247,0.290397,0.411348,0.22695,69,30,7,1,1,1,1,121,111,0,0,102,e617ab48,0
213,13,25,2,0,2160000213,0,2,1,501,1,48,0,11,2010,0,STEADY,167,5.23666,3.8988,0.27797,0.419162,0.359281,0,0,8,1,2,0,0,104,56,0,0,101,e617ab48,0
213,13,25,2,0,2160000213,1,2,1,783,1,43,0,13,2434,0,STEADY,261,3.85744,3.0993,0.207839,0.321839,0.195402,0,0,10,1,2,0,0,104,61,0,0,141,e617ab48,0
214,14,26,3,0,2160000214,0,3,0,1048,1,0,10,17,2488,0,STEADY,350,2.30404,1.73282,0.221069,0.0342857,0.02,52,0,2,12,2,1,0,98,113,0,0,57,e617ab48,0
214,14,26,3,0,2160000214,1,3,1,525,1,15,0,11,1664,0,STEADY,175,2.64766,2.93042,0.287829,0.0457143,0.0628571,50,1,2,6,2,1,0,108,98,0,0,0,e617ab48,0
215,15,27,4,0,2160000215,0,0,0,2201,1,0,49,29,4303,0,STEADY,734,2.02285,1.61086,0.109128,0.226158,0.110354,58,11,22,5,0,1,1,96,118,0,17,164,e617ab48,0
215,15,27,4,0,2160000215,1,0,0,1528,1,0,81,28,4251,0,STEADY,510,4.05351,1.65313,0.150578,0.42549,0.182353,250,8,15,7,0,4,2,64,118,0,43,468,e617ab48,0
216,16,28,5,0,2160000216,0,1,1,2091,1,46,0,24,4796,0,STEADY,697,2.12475,8.43588,0.122473,0.0401722,0.0473458,0,0,21,3,0,0,0,111,69,0,0,0,e617ab48,0
216,16,28,5,0,2160000216,1,1,1,1908,1,86,0,20,4099,0,STEADY,636,1.75481,8.02098,0.132621,0.0361635,0.0204403,0,0,17,2,1,0,0,111,29,0,0,0,e617ab48,0
217,17,29,0,0,2160000217,0,2,1,1880,1,89,0,18,4354,0,STEADY,627,3.06781,7.02251,0.269652,0.140351,0.106858,0,0,2,5,0,8,3,102,41,48,0,71,e617ab48,0
217,17,29,0,0,2160000217,1,2,1,2098,1,17,0,20,4543,0,STEADY,700,2.57581,6.62211,0.26382,0.131429,0.0671429,22,18,3,3,0,8,6,102,121,48,0,14,e617ab48,0
218,18,30,1,0,2160000218,0,3,0,1283,1,0,32,23,3490,0,STEADY,428,3.21869,1.9431,0.199811,0.0771028,0.439252,321,162,18,3,0,0,2,90,129,0,0,3,e617ab48,0
218,18,30,1,0,2160000218,1,3,0,784,1,0,94,12,2031,0,STEADY,262,3.39871,2.31036,0.261496,0.0496183,0.0954198,101,6,8,2,0,0,2,28,129,0,0,15,e617ab48,0
219,19,31,2,0,2160000219,0,0,1,1173,1,62,0,21,3707,0,STEADY,391,3.90877,2.44135,0.15709,0.368286,0.370844,0,0,18,1,0,1,1,141,70,0,18,171,e617ab48,0
219,19,31,2,0,2160000219,1,0,0,920,1,0,6,17,3027,0,STEADY,307,4.17236,2.11733,0.189834,0.394137,0.423453,82,52,14,1,0,1,1,135,132,0,18,109,e617ab48,0
220,20,32,3,0,2160000220,0,1,0,604,1,0,67,11,2356,0,STEADY,202,5.81676,1.935,0.367876,0.470297,0.123762,49,19,6,2,1,2,0,54,102,0,4,446,e617ab48,0
220,20,32,3,0,2160000220,1,1,0,811,1,0,64,13,2880,0,STEADY,271,5.61329,3.57538,0.291856,0.409594,0.110701,80,13,7,3,1,2,0,57,102,0,44,114,e617ab48,0
221,21,33,4,0,2160000221,0,2,1,1157,1,43,0,16,2828,0,STEADY,386,2.69777,5.88514,0.146811,0.00777202,0.0906736,239,9,9,4,1,0,2,152,81,0,0,15,e617ab48,0
221,21,33,4,0,2160000221,1,2,1,1573,1,41,0,22,3509,0,STEADY,525,2.63059,6.29725,0.136282,0.00571429,0.0685714,17,0,12,8,1,0,1,152,83,0,0,13,e617ab48,0
222,22,34,5,0,2160000222,0,3,0,1750,1,0,116,19,4762,0,STEADY,584,6.08246,3.51532,0.378493,0.273973,0.303082,83,23,2,9,5,1,2,24,175,0,42,379,e617ab48,0
222,22,34,5,0,2160000222,1,3,0,1324,1,0,68,18,4173,0,STEADY,442,3.49554,2.62739,0.20036,0.205882,0.205882,126,48,3,5,5,1,4,72,175,0,73,120,e617ab48,0
223,23,35,0,0,2160000223,0,0,1,1648,1,80,0,24,4186,0,STEADY,550,3.51853,7.14994,0.288747,0.147273,0.0654545,0,0,3,17,2,0,2,101,42,17,0,0,e617ab48,0
223,23,35,0,0,2160000223,1,0,1,1249,1,105,0,17,3132,0,STEADY,417,3.36197,7.2825,0.225616,0.170264,0.0143885,0,0,1,13,2,0,1,110,0,0,0,38,e617ab48,0
224,24,36,1,0,2160000224,0,1,0,908,1,0,59,18,2680,0,STEADY,303,3.31846,1.6572,0.205538,0.184818,0.30033,89,42,13,2,1,1,1,34,125,0,15,86,e617ab48,0
224,24,36,1,0,2160000224,1,1,1,448,1,81,0,7,1453,0,STEADY,150,3.84092,2.76972,0.316053,0.146667,0.173333,0,0,2,2,2,1,0,93,44,0,20,66,e617ab48,0
225,25,37,2,0,2160000225,0,2,0,571,1,0,90,13,1920,0,STEADY,191,3.32428,1.19722,0.237497,0.492147,0.0994764,94,16,7,4,1,0,1,60,104,0,0,90,e617ab48,0
225,25,37,2,0,2160000225,1,2,0,2700,3,34,55,27,5087,0,STEADY,900,3.18265,4.65665,0.197373,0.138889,0.0433333,273,13,8,10,5,0,4,95,70,0,17,36,e617ab48,0
226,26,38,3,0,2160000226,0,3,0,887,1,0,46,15,2326,0,STEADY,296,3.93906,3.87817,0.248902,0.108108,0.351351,26,8,7,6,0,0,2,58,108,0,0,81,e617ab48,0
226,26,38,3,0,2160000226,1,3,1,634,1,108,0,15,2211,0,STEADY,212,2.91443,4.08365,0.237486,0.146226,0.165094,0,0,8,5,0,0,2,104,0,0,0,10,e617ab48,0
227,27,39,4,0,2160000227,0,0,1,1855,1,84,0,27,4785,0,STEADY,619,3.38762,2.88699,0.136662,0.290792,0.253635,0,0,24,1,0,0,2,114,61,0,0,216,e617ab48,0
227,27,39,4,0,2160000227,1,0,1,2321,1,101,0,38,6624,0,STEADY,774,3.95549,2.61539,0.121211,0.462532,0.268734,0,0,35,1,0,0,2,114,44,0,0,575,e617ab48,0
228,28,0,5,0,2160000228,0,1,1,1063,1,10,0,19,3510,0,STEADY,355,6.24248,4.68588,0.220842,0.552113,0.149296,68,0,4,15,0,0,0,113,101,0,0,18,e617ab48,0
228,28,0,5,0,2160000228,1,1,0,679,1,0,35,11,2153,0,STEADY,227,4.95174,4.17651,0.30593,0.295154,0.0572687,107,13,3,7,0,0,1,78,111,0,0,0,e617ab48,0
229,29,1,0,0,2160000229,0,2,0,1522,1,0,89,24,4050,0,STEADY,508,3.67985,2.90715,0.205325,0.370079,0.393701,38,2,14,3,7,0,0,59,102,0,17,466,e617ab48,0
229,29,1,0,0,2160000229,1,2,0,868,1,0,81,15,2717,0,STEADY,290,3.74745,2.53902,0.252655,0.331034,0.310345,24,10,7,1,6,0,1,55,102,0,17,37,e617ab48,0
230,30,2,1,0,2160000230,0,3,0,465,1,0,39,11,1697,0,STEADY,155,4.04328,2.40677,0.350316,0.129032,0.103226,114,16,7,2,0,0,2,55,125,0,0,72,e617ab48,0
230,30,2,1,0,2160000230,1,3,1,627,1,33,0,13,1889,0,STEADY,209,4.4636,2.72612,0.285722,0.062201,0.191388,168,40,9,2,0,1,1,94,92,0,0,123,e617ab48,0
231,31,3,2,0,2160000231,0,0,0,1181,1,0,39,18,2887,0,STEADY,394,2.89081,1.95518,0.156327,0.304569,0.154822,106,20,8,8,0,0,2,64,132,0,0,132,e617ab48,0
231,31,3,2,0,2160000231,1,0,1,2008,1,35,0,29,5176,0,STEADY,670,2.5789,5.38682,0.27911,0.21791,0.1,88,8,6,14,0,1,8,106,97,0,0,36,e617ab48,0
232,32,4,3,0,2160000232,0,1,0,1054,1,0,72,17,3296,0,STEADY,352,3.86548,2.44068,0.151227,0.232955,0.0482955,182,5,13,0,2,1,1,51,121,0,0,227,e617ab48,0
232,32,4,3,0,2160000232,1,1,0,614,1,0,123,13,2474,0,STEADY,205,5.58753,1.7483,0.17882,0.619512,0.102439,60,21,10,0,2,1,0,0,121,0,0,520,e617ab48,0
233,33,5,4,0,2160000233,0,2,0,886,1,0,53,16,2463,0,STEADY,296,2.95353,3.94429,0.185868,0.148649,0.246622,55,27,3,2,10,0,1,88,152,0,0,127,e617ab48,0
233,33,5,4,0,2160000233,1,2,1,1021,1,41,0,19,2693,0,STEADY,341,2.71811,2.334,0.152223,0.0762463,0.334311,59,31,3,2,14,0,0,141,111,0,0,162,e617ab48,0
234,34,6,5,0,2160000234,0,3,0,1713,2,34,127,27,4727,0,STEADY,571,5.46204,3.29279,0.236671,0.598949,0.201401,118,21,0,25,1,0,1,4,106,0,0,0,e617ab48,0
234,34,6,5,0,2160000234,1,3,0,1565,1,0,110,29,4642,0,STEADY,522,4.48383,1.79098,0.174148,0.770115,0.0383142,140,1,9,19,1,0,0,21,140,0,0,509,e617ab48,0
235,35,7,0,0,2160000235,0,0,0,703,1,0,68,14,2264,0,STEADY,235,2.7234,2.241,0.162821,0.0595745,0.523404,44,19,8,4,0,1,1,32,101,0,0,120,e617ab48,0
235,35,7,0,0,2160000235,1,0,0,1057,1,0,70,17,2849,0,STEADY,353,2.42744,3.65963,0.143252,0.0113314,0.419263,62,12,12,3,0,1,1,30,101,0,0,22,e617ab48,0
236,36,8,1,0,2160000236,0,1,0,902,1,0,36,14,2587,0,STEADY,301,3.26532,3.77519,0.177352,0.225914,0.0332226,70,5,1,12,0,0,1,80,93,0,0,52,e617ab48,0
236,36,8,1,0,2160000236,1,1,0,337,1,0,68,8,1500,0,STEADY,113,4.49835,2.61269,0.275239,0.292035,0.0619469,26,4,2,6,0,0,0,48,93,0,0,81,e617ab48,0
237,37,9,2,0,2160000237,0,2,1,1694,1,86,0,25,4589,0,STEADY,565,3.64045,5.02781,0.134248,0.040708,0.325664,0,0,22,0,2,0,1,157,64,0,0,22,e617ab48,0
237,37,9,2,0,2160000237,1,2,0,1312,1,0,30,22,3941,0,STEADY,438,3.25186,2.33239,0.152185,0.0593607,0.454338,53,25,19,0,2,0,1,121,150,0,0,82,e617ab48,0
238,38,10,3,0,2160000238,0,3,0,968,1,0,25,18,3240,0,STEADY,323,4.18766,2.52836,0.223427,0.634675,0.182663,219,56,8,7,0,1,2,99,104,0,0,0,e617ab48,0
238,38,10,3,0,2160000238,1,3,0,550,1,0,124,11,2074,0,STEADY,184,5.18133,3.28574,0.373837,0.61413,0.152174,59,9,5,3,0,1,2,0,104,0,0,29,e617ab48,0
239,39,11,4,0,2160000239,0,0,0,833,1,0,51,9,1951,0,STEADY,278,2.28403,1.85034,0.195529,0.104317,0.0539568,88,4,3,1,1,2,2,78,114,0,8,67,e617ab48,0
239,39,11,4,0,2160000239,1,0,1,1331,1,79,0,18,3822,0,STEADY,444,3.17575,5.9239,0.206408,0.211712,0.0472973,0,0,3,4,0,8,3,129,35,0,17,52,e617ab48,0
240,0,19,0,1,2160000240,0,2,1,1961,1,34,0,30,5198,0,STEADY,654,3.7863,7.24388,0.312378,0.197248,0.0779817,198,29,5,21,0,1,3,132,79,0,0,28,e617ab48,0
240,0,19,0,1,2160000240,1,2,0,2700,3,34,44,46,6828,0,STEADY,900,3.3268,3.73222,0.16401,0.136667,0.313333,76,30,26,17,1,1,1,88,79,0,0,172,e617ab48,0
241,1,20,1,1,2160000241,0,3,1,1000,1,90,0,17,2610,0,STEADY,334,3.20123,2.22921,0.194605,0.230539,0.101796,0,0,10,3,0,1,3,90,46,0,7,107,e617ab48,0
241,1,20,1,1,2160000241,1,3,0,1591,1,0,61,25,4016,0,STEADY,531,2.77722,1.98248,0.203642,0.412429,0.0847458,445,45,10,13,1,1,0,29,150,14,55,35,e617ab48,0
