a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
0,3,6012,0,4,0,1,1,1235,1,0,8,0,0,0
3,0,6012,0,4,1,0,0,1235,1,8,0,0,0,0
0,3,6013,1,4,0,1,0,1920,1,55,0,234,114,0
3,0,6013,1,4,1,0,1,1590,1,0,28,238,189,0
0,3,6014,2,4,0,1,0,851,1,21,0,42,33,0
3,0,6014,2,4,1,0,0,1287,1,2,0,0,6,0
0,3,6015,0,5,0,1,0,1860,1,80,0,398,394,0
3,0,6015,0,5,1,0,1,1090,1,0,39,106,146,0
0,3,6016,1,5,0,1,0,1470,1,67,0,186,353,0
3,0,6016,1,5,1,0,1,1258,1,0,3,23,63,0
0,3,6017,2,5,0,1,0,2146,1,21,0,457,372,0
3,0,6017,2,5,1,0,1,1560,1,0,53,0,0,0
0,3,6018,0,0,1,2,0,723,1,11,0,69,23,0
3,0,6018,0,0,2,1,1,997,1,0,55,128,49,0
0,3,6019,1,0,1,2,0,990,1,35,0,95,55,0
3,0,6019,1,0,2,1,1,1612,1,0,28,47,63,0
0,3,6020,2,0,1,2,1,2249,1,0,37,135,127,0
3,0,6020,2,0,2,1,0,1406,1,16,0,87,154,0
0,3,6021,0,1,1,2,0,643,1,105,0,7,5,0
3,0,6021,0,1,2,1,1,704,1,0,105,32,60,0
0,3,6022,1,1,1,2,0,1384,1,36,0,86,58,0
3,0,6022,1,1,2,1,0,968,1,65,0,43,0,0
0,3,6023,2,1,1,2,1,1755,1,0,51,141,154,0
3,0,6023,2,1,2,1,1,717,1,0,97,42,0,0
0,3,6024,0,2,1,2,0,644,1,113,0,72,54,0
3,0,6024,0,2,2,1,1,1440,1,0,73,166,183,0
0,3,6025,1,2,1,2,0,1005,1,3,0,173,186,0
3,0,6025,1,2,2,1,1,666,1,0,102,65,56,0
0,3,6026,2,2,1,2,0,900,1,45,0,94,109,0
3,0,6026,2,2,2,1,1,1296,1,0,22,92,61,0
0,3,6027,0,3,1,2,1,1328,1,0,31,144,149,0
3,0,6027,0,3,2,1,0,1328,1,31,0,149,144,0
0,3,6028,1,3,1,2,0,1603,1,15,0,56,0,0
3,0,6028,1,3,2,1,0,1676,1,35,0,59,1,0
0,3,6029,2,3,1,2,0,2314,1,65,0,497,444,0
3,0,6029,2,3,2,1,0,1320,1,27,0,182,149,0
0,3,6030,0,4,1,2,0,1804,1,47,0,79,29,0
3,0,6030,0,4,2,1,1,2524,1,0,17,197,79,0
0,3,6031,1,4,1,2,0,539,1,67,0,42,0,0
3,0,6031,1,4,2,1,1,552,1,0,20,76,62,0
0,3,6032,2,4,1,2,0,1346,1,9,0,152,109,0
3,0,6032,2,4,2,1,0,1441,1,6,0,16,9,0
0,3,6033,0,5,1,2,0,1791,2,72,29,600,340,0
3,0,6033,0,5,2,1,1,2070,1,0,69,371,421,0
0,3,6034,1,5,1,2,1,2635,2,58,36,407,600,0
3,0,6034,1,5,2,1,1,1187,1,0,80,71,523,0
0,3,6035,2,5,1,2,0,1294,1,113,0,57,0,0
3,0,6035,2,5,2,1,1,1100,1,0,113,93,147,0
0,3,6036,0,0,2,3,0,741,1,46,0,0,159,0
3,0,6036,0,0,3,2,1,879,1,0,51,166,0,0
0,3,6037,1,0,2,3,0,1205,1,55,0,97,232,0
3,0,6037,1,0,3,2,1,956,1,0,51,172,72,0
0,3,6038,2,0,2,3,1,1160,1,0,34,24,122,0
3,0,6038,2,0,3,2,1,1301,1,0,53,163,49,0
0,3,6039,0,1,2,3,0,1397,1,20,0,0,174,0
3,0,6039,0,1,3,2,1,689,1,0,42,174,0,0
0,3,6040,1,1,2,3,0,1258,1,80,0,37,225,0
3,0,6040,1,1,3,2,1,1576,1,0,24,106,0,0
0,3,6041,2,1,2,3,0,1461,1,37,0,11,78,0
3,0,6041,2,1,3,2,0,1286,1,24,0,110,0,0
0,3,6042,0,2,2,3,1,602,1,0,2,23,104,0
3,0,6042,0,2,3,2,1,436,1,0,49,92,0,0
0,3,6043,1,2,2,3,0,1050,1,69,0,0,82,0
3,0,6043,1,2,3,2,1,990,1,0,28,75,0,0
0,3,6044,2,2,2,3,0,1338,1,29,0,0,91,0
3,0,6044,2,2,3,2,1,617,1,0,13,102,0,0
0,3,6045,0,3,2,3,0,1050,1,76,0,121,315,0
3,0,6045,0,3,3,2,1,1050,1,0,76,315,121,0
0,3,6046,1,3,2,3,0,901,1,60,0,33,135,0
3,0,6046,1,3,3,2,0,954,1,22,0,210,0,0
0,3,6047,2,3,2,3,1,836,1,0,17,0,172,0
3,0,6047,2,3,3,2,1,1540,1,0,73,317,208,0
0,3,6048,0,4,2,3,0,1438,1,58,0,307,399,0
3,0,6048,0,4,3,2,0,1285,2,85,102,600,179,0
0,3,6049,1,4,2,3,0,979,1,71,0,71,230,0
3,0,6049,1,4,3,2,1,847,1,0,38,209,74,0
0,3,6050,2,4,2,3,-1,709,1,0,0,23,126,0
3,0,6050,2,4,3,2,0,657,1,22,0,197,0,0
0,3,6051,0,5,2,3,1,1760,2,91,38,374,600,0
3,0,6051,0,5,3,2,1,1359,1,0,80,384,261,0
0,3,6052,1,5,2,3,0,1642,1,80,0,394,472,0
3,0,6052,1,5,3,2,1,2245,1,0,69,388,228,0
0,3,6053,2,5,2,3,0,1056,2,77,99,600,0,0
3,0,6053,2,5,3,2,1,1064,2,95,101,0,600,0
0,3,6054,0,0,3,0,0,963,1,58,0,54,0,0
3,0,6054,0,0,0,3,1,867,1,0,17,0,77,0
0,3,6055,1,0,3,0,0,540,1,50,0,64,0,0
3,0,6055,1,0,0,3,1,1290,1,0,17,27,91,0
0,3,6056,2,0,3,0,0,850,1,65,0,120,1,0
3,0,6056,2,0,0,3,0,888,1,23,0,14,94,0
0,3,6057,0,1,3,0,0,962,1,12,0,112,54,0
3,0,6057,0,1,0,3,1,1029,1,0,20,54,127,0
0,3,6058,1,1,3,0,0,584,1,61,0,64,0,0
3,0,6058,1,1,0,3,1,823,1,0,13,40,105,0
