case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow
235,35,7,0,0,1900000235,0,0,0,1564,1,0,14,29,5290,0
235,35,7,0,0,1900000235,1,0,1,1543,1,21,0,29,5120,0
236,36,8,1,1,1900000236,0,1,0,554,1,0,34,12,2260,0
236,36,8,1,1,1900000236,1,1,1,656,1,30,0,13,2660,0
237,37,9,2,2,1900000237,0,2,0,2700,3,150,149,48,8320,0
237,37,9,2,2,1900000237,1,2,1,2700,3,118,149,48,8390,0
238,38,10,3,0,1900000238,0,3,0,667,1,0,124,7,1340,0
238,38,10,3,0,1900000238,1,3,0,667,1,0,124,7,1340,0
239,39,11,4,1,1900000239,0,0,0,1999,1,0,51,34,6600,0
239,39,11,4,1,1900000239,1,0,0,2644,1,0,90,44,8760,0
