a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
0,5,2007,1,2,0,1,1,449,1,0,9,21,0,0
5,0,2007,1,2,1,0,1,1110,1,0,31,77,97,0
0,5,2008,2,2,0,1,1,976,1,0,44,86,0,0
5,0,2008,2,2,1,0,1,847,1,0,15,4,235,0
0,5,2009,0,0,1,2,0,1009,1,49,0,77,59,0
5,0,2009,0,0,2,1,1,1009,1,0,49,59,77,0
0,5,2010,1,0,1,2,0,850,1,49,0,26,0,0
5,0,2010,1,0,2,1,1,675,1,0,64,0,37,0
0,5,2011,2,0,1,2,0,1276,1,28,0,62,4,0
5,0,2011,2,0,2,1,0,1054,1,48,0,1,50,0
0,5,2012,0,1,1,2,1,586,1,0,54,147,0,0
5,0,2012,0,1,2,1,0,586,1,54,0,0,147,0
0,5,2013,1,1,1,2,1,667,1,0,1,48,123,0
5,0,2013,1,1,2,1,1,984,1,0,50,0,45,0
0,5,2014,2,1,1,2,0,1076,1,14,0,140,36,0
5,0,2014,2,1,2,1,0,939,1,1,0,40,0,0
0,5,2015,0,2,1,2,0,858,1,38,0,130,49,0
5,0,2015,0,2,2,1,1,886,1,0,20,0,101,0
0,5,2016,1,2,1,2,0,1112,1,46,0,38,0,0
5,0,2016,1,2,2,1,0,1009,1,8,0,25,139,0
0,5,2017,2,2,1,2,1,755,1,0,57,38,26,0
5,0,2017,2,2,2,1,0,1115,1,32,0,14,158,0
0,5,2018,0,0,2,3,1,694,1,0,6,80,8,0
5,0,2018,0,0,3,2,0,694,1,6,0,8,80,0
0,5,2019,1,0,2,3,1,723,1,0,14,7,0,0
5,0,2019,1,0,3,2,1,754,1,0,51,14,5,0
0,5,2020,2,0,2,3,0,1434,1,4,0,174,116,0
5,0,2020,2,0,3,2,1,1200,1,0,22,116,168,0
0,5,2021,0,1,2,3,1,970,1,0,41,74,63,0
5,0,2021,0,1,3,2,0,970,1,41,0,63,74,0
0,5,2022,1,1,2,3,1,948,1,0,5,24,48,0
5,0,2022,1,1,3,2,0,1039,1,54,0,35,24,0
0,5,2023,2,1,2,3,1,1278,1,0,12,94,127,0
5,0,2023,2,1,3,2,0,826,1,56,0,46,44,0
0,5,2024,0,2,2,3,0,690,1,28,0,82,54,0
5,0,2024,0,2,3,2,0,769,1,13,0,54,82,0
0,5,2025,1,2,2,3,1,490,1,0,69,46,0,0
5,0,2025,1,2,3,2,0,504,1,61,0,0,54,0
0,5,2026,2,2,2,3,1,1054,1,0,16,236,52,0
5,0,2026,2,2,3,2,1,1157,1,0,29,11,191,0
0,5,2027,0,0,3,0,0,930,1,7,0,142,2,0
