case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow,personality,decisions,distance,objective_distance,mean_energy,stationary_fraction,retreat_fraction,low_hp_decisions,low_hp_retreats,casts_1,casts_2,casts_3,casts_4,casts_5,damage,damage_taken,healed,shielded,control,model_checksum,opponent_checksum
46,6,30,5,0,2150000046,1,3,1,2700,3,24,45,35,6227,0,STEADY,900,1.27142,2.346,0.108606,0.00333333,0.102222,535,53,32,1,1,0,1,80,107,0,0,56,e617ab48,0
47,7,31,0,0,2150000047,0,0,0,805,1,0,32,11,1988,0,STEADY,269,2.09702,1.86439,0.167963,0.0743494,0.0185874,190,3,6,3,1,1,0,109,100,0,0,71,e617ab48,0
47,7,31,0,0,2150000047,1,0,1,940,1,85,0,12,2177,0,STEADY,314,1.81126,4.37998,0.148978,0.0541401,0.0382166,0,0,6,3,1,1,1,132,15,0,0,35,e617ab48,0
48,8,32,1,0,2150000048,0,1,1,1036,1,13,0,15,2924,0,STEADY,346,4.14869,7.35959,0.210783,0.225434,0.0202312,107,0,10,1,1,2,1,121,103,0,0,24,e617ab48,0
48,8,32,1,0,2150000048,1,1,0,1054,1,0,49,19,3620,0,STEADY,352,4.17138,4.79724,0.208787,0.213068,0.0795455,127,28,8,2,1,2,6,72,116,0,10,53,e617ab48,0
49,9,33,2,0,2150000049,0,2,1,1228,1,60,0,17,3344,0,STEADY,410,2.49057,5.91815,0.151239,0.0195122,0.0439024,95,2,4,6,1,0,6,152,95,6,0,0,e617ab48,0
49,9,33,2,0,2150000049,1,2,0,1759,1,0,13,22,4185,0,STEADY,587,2.34792,5.04767,0.135807,0.0289608,0.109029,102,10,5,10,1,0,6,139,165,16,0,18,e617ab48,0
50,10,34,3,0,2150000050,0,3,1,896,1,4,0,15,2688,0,STEADY,299,4.11641,2.55727,0.210615,0.107023,0.41806,76,32,12,3,0,0,0,140,120,0,0,243,e617ab48,0
50,10,34,3,0,2150000050,1,3,0,1224,1,0,76,22,3838,0,STEADY,408,3.55382,2.14389,0.1754,0.0539216,0.433824,107,63,19,2,0,0,1,64,124,0,0,136,e617ab48,0
51,11,35,4,0,2150000051,0,0,1,760,1,71,0,16,2564,0,STEADY,254,3.06085,1.75446,0.187531,0.122047,0.0708661,0,0,10,3,1,1,1,110,46,0,0,106,e617ab48,0
