a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
3,0,2022,1,1,3,2,0,723,1,24,0,180,76,0
0,3,2023,2,1,2,3,1,510,1,0,74,50,18,0
3,0,2023,2,1,3,2,0,1349,1,23,0,452,213,0
0,3,2024,0,2,2,3,1,525,1,0,13,20,13,0
3,0,2024,0,2,3,2,1,553,1,0,35,13,6,0
0,3,2025,1,2,2,3,0,1079,1,14,0,14,59,0
3,0,2025,1,2,3,2,1,547,1,0,52,88,48,0
0,3,2026,2,2,2,3,1,660,1,0,15,2,145,0
3,0,2026,2,2,3,2,0,592,1,62,0,51,35,0
0,3,2027,0,0,3,0,0,698,1,8,0,89,0,0
3,0,2027,0,0,0,3,1,541,1,0,50,0,26,0
0,3,2028,1,0,3,0,0,559,1,2,0,83,2,0
3,0,2028,1,0,0,3,1,765,1,0,75,88,53,0
0,3,2029,2,0,3,0,1,374,1,0,46,83,23,0
3,0,2029,2,0,0,3,1,822,1,0,1,41,48,0
0,3,2030,0,1,3,0,0,628,1,17,0,45,10,0
3,0,2030,0,1,0,3,1,625,1,0,58,39,32,0
0,3,2031,1,1,3,0,0,649,1,46,0,130,49,0
3,0,2031,1,1,0,3,0,783,1,22,0,14,69,0
0,3,2032,2,1,3,0,1,1044,1,0,12,377,48,0
3,0,2032,2,1,0,3,1,1238,1,0,13,129,261,0
0,3,2033,0,2,3,0,0,472,1,27,0,64,0,0
3,0,2033,0,2,0,3,0,431,1,7,0,61,73,0
0,3,2034,1,2,3,0,0,433,1,53,0,0,16,0
3,0,2034,1,2,0,3,1,507,1,0,32,10,93,0
0,3,2035,2,2,3,0,0,565,1,25,0,95,17,0
3,0,2035,2,2,0,3,0,414,1,52,0,41,57,0
0,4,2000,0,0,0,1,0,533,1,29,0,32,85,0
4,0,2000,0,0,1,0,1,501,1,0,35,21,68,0
0,4,2001,1,0,0,1,0,547,1,52,0,50,18,0
4,0,2001,1,0,1,0,0,625,1,75,0,27,31,0
0,4,2002,2,0,0,1,0,489,1,41,0,0,182,0
4,0,2002,2,0,1,0,0,1050,1,13,0,262,193,0
0,4,2003,0,1,0,1,0,480,1,32,0,0,0,0
4,0,2003,0,1,1,0,1,480,1,0,32,0,0,0
0,4,2004,1,1,0,1,1,960,1,0,28,423,46,0
4,0,2004,1,1,1,0,0,930,1,97,0,110,434,0
0,4,2005,2,1,0,1,0,832,1,29,0,182,0,0
4,0,2005,2,1,1,0,1,810,1,0,12,48,0,0
0,4,2006,0,2,0,1,0,519,1,71,0,0,33,0
4,0,2006,0,2,1,0,1,450,1,0,63,0,0,0
0,4,2007,1,2,0,1,0,510,1,27,0,47,133,0
4,0,2007,1,2,1,0,1,370,1,0,91,0,0,0
0,4,2008,2,2,0,1,0,641,1,23,0,0,31,0
4,0,2008,2,2,1,0,1,499,1,0,39,214,0,0
0,4,2009,0,0,1,2,0,365,1,81,0,0,53,0
4,0,2009,0,0,2,1,1,365,1,0,81,53,0,0
0,4,2010,1,0,1,2,0,579,1,48,0,94,68,0
4,0,2010,1,0,2,1,0,682,1,10,0,43,63,0
0,4,2011,2,0,1,2,1,540,1,0,2,68,0,0
4,0,2011,2,0,2,1,1,523,1,0,29,76,48,0
0,4,2012,0,1,1,2,0,570,1,19,0,0,45,0
4,0,2012,0,1,2,1,1,570,1,0,19,45,0,0
0,4,2013,1,1,1,2,0,540,1,43,0,262,0,0
4,0,2013,1,1,2,1,0,591,1,2,0,45,33,0
0,4,2014,2,1,1,2,0,419,1,89,0,110,0,0
4,0,2014,2,1,2,1,1,573,1,0,5,10,0,0
0,4,2015,0,2,1,2,0,388,1,27,0,0,0,0
4,0,2015,0,2,2,1,1,370,1,0,31,0,13,0
0,4,2016,1,2,1,2,0,240,1,109,0,0,0,0
4,0,2016,1,2,2,1,1,567,1,0,23,0,42,0
0,4,2017,2,2,1,2,0,651,1,80,0,27,172,0
4,0,2017,2,2,2,1,1,556,1,0,65,0,30,0
0,4,2018,0,0,2,3,0,534,1,78,0,63,101,0
4,0,2018,0,0,3,2,1,619,1,0,67,98,88,0
0,4,2019,1,0,2,3,0,1099,1,4,0,407,48,0
4,0,2019,1,0,3,2,1,547,1,0,48,93,39,0
0,4,2020,2,0,2,3,1,673,1,0,9,70,239,0
4,0,2020,2,0,3,2,1,694,1,0,67,75,0,0
0,4,2021,0,1,2,3,0,601,1,33,0,20,77,0
4,0,2021,0,1,3,2,1,595,1,0,29,76,20,0
0,4,2022,1,1,2,3,1,660,1,0,20,434,0,0
4,0,2022,1,1,3,2,1,781,1,0,1,106,16,0
0,4,2023,2,1,2,3,0,779,1,66,0,195,157,0
4,0,2023,2,1,3,2,0,510,1,1,0,210,12,0
0,4,2024,0,2,2,3,0,516,1,40,0,53,0,0
4,0,2024,0,2,3,2,0,652,1,22,0,72,44,0
0,4,2025,1,2,2,3,0,363,1,94,0,133,0,0
4,0,2025,1,2,3,2,1,463,1,0,56,62,45,0
0,4,2026,2,2,2,3,0,329,1,85,0,0,0,0
4,0,2026,2,2,3,2,1,599,1,0,18,177,0,0
0,4,2027,0,0,3,0,1,797,1,0,26,264,34,0
4,0,2027,0,0,0,3,1,625,1,0,27,34,109,0
0,4,2028,1,0,3,0,0,371,1,75,0,91,0,0
4,0,2028,1,0,0,3,1,484,1,0,10,136,106,0
0,4,2029,2,0,3,0,0,508,1,35,0,26,87,0
4,0,2029,2,0,0,3,1,660,1,0,14,316,9,0
0,4,2030,0,1,3,0,0,655,1,12,0,112,0,0
4,0,2030,0,1,0,3,1,510,1,0,25,0,171,0
0,4,2031,1,1,3,0,0,722,1,60,0,159,114,0
4,0,2031,1,1,0,3,1,674,1,0,27,116,0,0
0,4,2032,2,1,3,0,0,614,1,52,0,278,0,0
4,0,2032,2,1,0,3,1,990,2,43,17,103,600,0
0,4,2033,0,2,3,0,-1,630,1,0,0,33,18,0
4,0,2033,0,2,0,3,1,477,1,0,71,0,14,0
0,4,2034,1,2,3,0,0,628,1,68,0,89,32,0
4,0,2034,1,2,0,3,1,481,1,0,99,0,0,0
0,4,2035,2,2,3,0,0,540,1,70,0,67,0,0
4,0,2035,2,2,0,3,1,442,1,0,59,150,3,0
0,5,2000,0,0,0,1,0,966,1,36,0,129,38,0
5,0,2000,0,0,1,0,0,939,1,10,0,30,82,0
0,5,2001,1,0,0,1,0,800,1,15,0,64,53,0
5,0,2001,1,0,1,0,1,736,1,0,15,61,46,0
0,5,2002,2,0,0,1,0,835,1,26,0,37,54,0
5,0,2002,2,0,1,0,0,503,1,63,0,2,72,0
0,5,2003,0,1,0,1,0,1041,1,59,0,50,0,0
5,0,2003,0,1,1,0,0,1069,1,16,0,39,103,0
0,5,2004,1,1,0,1,1,898,1,0,26,69,75,0
5,0,2004,1,1,1,0,1,965,1,0,18,117,59,0
0,5,2005,2,1,0,1,1,857,1,0,24,61,113,0
5,0,2005,2,1,1,0,0,1018,1,27,0,53,44,0
0,5,2006,0,2,0,1,0,993,1,31,0,223,18,0
5,0,2006,0,2,1,0,1,718,1,0,25,8,89,0
0,5,2007,1,2,0,1,0,901,1,17,0,81,27,0
5,0,2007,1,2,1,0,1,727,1,0,7,0,89,0
0,5,2008,2,2,0,1,0,1009,1,29,0,5,5,0
5,0,2008,2,2,1,0,1,912,1,0,8,0,119,0
0,5,2009,0,0,1,2,1,588,1,0,46,86,0,0
5,0,2009,0,0,2,1,1,840,1,0,10,1,151,0
0,5,2010,1,0,1,2,1,628,1,0,68,67,11,0
5,0,2010,1,0,2,1,1,1252,1,0,40,41,102,0
0,5,2011,2,0,1,2,0,1260,1,15,0,24,30,0
5,0,2011,2,0,2,1,0,970,1,41,0,0,57,0
0,5,2012,0,1,1,2,1,589,1,0,2,48,0,0
5,0,2012,0,1,2,1,1,678,1,0,50,9,30,0
0,5,2013,1,1,1,2,0,856,1,53,0,142,115,0
5,0,2013,1,1,2,1,1,699,1,0,68,0,26,0
0,5,2014,2,1,1,2,1,1351,1,0,19,99,36,0
5,0,2014,2,1,2,1,1,1103,1,0,7,40,0,0
0,5,2015,0,2,1,2,1,463,1,0,33,0,11,0
5,0,2015,0,2,2,1,0,463,1,33,0,11,0,0
0,5,2016,1,2,1,2,0,844,1,67,0,0,0,0
5,0,2016,1,2,2,1,1,954,1,0,56,15,17,0
0,5,2017,2,2,1,2,1,992,1,0,30,40,0,0
5,0,2017,2,2,2,1,0,994,1,33,0,8,0,0
0,5,2018,0,0,2,3,1,507,1,0,80,31,5,0
5,0,2018,0,0,3,2,0,541,1,91,0,19,31,0
0,5,2019,1,0,2,3,1,610,1,0,38,38,86,0
5,0,2019,1,0,3,2,0,800,1,41,0,33,159,0
0,5,2020,2,0,2,3,1,922,1,0,2,21,88,0
5,0,2020,2,0,3,2,0,652,1,3,0,2,129,0
0,5,2021,0,1,2,3,1,823,1,0,28,54,2,0
5,0,2021,0,1,3,2,1,600,1,0,4,0,43,0
0,5,2022,1,1,2,3,0,934,1,49,0,33,11,0
5,0,2022,1,1,3,2,1,892,1,0,6,94,75,0
0,5,2023,2,1,2,3,1,847,1,0,26,40,65,0
5,0,2023,2,1,3,2,0,634,1,66,0,0,44,0
0,5,2024,0,2,2,3,1,811,1,0,27,58,16,0
5,0,2024,0,2,3,2,0,1036,1,79,0,36,50,0
0,5,2025,1,2,2,3,1,673,1,0,78,11,7,0
5,0,2025,1,2,3,2,0,610,1,18,0,25,33,0
0,5,2026,2,2,2,3,0,595,1,7,0,60,29,0
5,0,2026,2,2,3,2,0,520,1,68,0,0,83,0
0,5,2027,0,0,3,0,0,1027,1,45,0,351,23,0
5,0,2027,0,0,0,3,1,832,1,0,21,23,127,0
0,5,2028,1,0,3,0,1,676,1,0,58,122,0,0
5,0,2028,1,0,0,3,1,930,1,0,28,0,182,0
0,5,2029,2,0,3,0,0,971,1,7,0,34,0,0
5,0,2029,2,0,0,3,0,625,1,59,0,0,138,0
0,5,2030,0,1,3,0,1,679,1,0,50,175,41,0
5,0,2030,0,1,0,3,1,838,1,0,27,41,127,0
0,5,2031,1,1,3,0,1,658,1,0,17,94,0,0
5,0,2031,1,1,0,3,1,630,1,0,17,81,68,0
0,5,2032,2,1,3,0,1,922,1,0,25,128,44,0
5,0,2032,2,1,0,3,0,838,1,45,0,62,74,0
0,5,2033,0,2,3,0,1,778,1,0,45,157,0,0
5,0,2033,0,2,0,3,1,750,1,0,46,44,72,0
0,5,2034,1,2,3,0,1,595,1,0,16,97,0,0
5,0,2034,1,2,0,3,1,826,1,0,3,0,145,0
0,5,2035,2,2,3,0,1,736,1,0,55,116,0,0
5,0,2035,2,2,0,3,1,907,1,0,17,0,87,0
0,6,2000,0,0,0,1,1,1588,1,0,30,6,0,0
6,0,2000,0,0,1,0,0,742,1,102,0,26,71,0
0,6,2001,1,0,0,1,0,996,1,51,0,60,112,0
6,0,2001,1,0,1,0,0,915,1,24,0,56,55,0
0,6,2002,2,0,0,1,1,826,1,0,14,0,24,0
6,0,2002,2,0,1,0,1,1170,1,0,13,20,0,0
0,6,2003,0,1,0,1,1,1055,1,0,6,0,38,0
6,0,2003,0,1,1,0,1,800,1,0,39,15,0,0
0,6,2004,1,1,0,1,1,664,1,0,80,0,44,0
6,0,2004,1,1,1,0,0,721,1,44,0,3,215,0
0,6,2005,2,1,0,1,1,1026,1,0,86,0,54,0
6,0,2005,2,1,1,0,0,1083,1,5,0,9,24,0
0,6,2006,0,2,0,1,0,907,1,49,0,135,106,0
6,0,2006,0,2,1,0,1,1396,1,0,7,83,60,0
