case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow
215,15,27,4,1,1900000215,0,0,0,705,2,112,145,0,0,0
215,15,27,4,1,1900000215,1,0,0,970,2,78,145,6,1050,0
216,16,28,5,2,1900000216,0,1,0,1006,2,115,111,0,0,0
216,16,28,5,2,1900000216,1,1,0,1142,2,115,111,0,0,0
217,17,29,0,0,1900000217,0,2,0,2191,1,0,102,25,5020,0
217,17,29,0,0,1900000217,1,2,0,2255,1,0,102,23,4620,0
218,18,30,1,1,1900000218,0,3,0,1652,1,0,1,29,5260,0
218,18,30,1,1,1900000218,1,3,1,764,1,9,0,16,2740,0
219,19,31,2,2,1900000219,0,0,0,1894,2,120,66,31,5630,0
219,19,31,2,2,1900000219,1,0,0,2532,1,0,57,44,7930,0
220,20,32,3,0,1900000220,0,1,0,523,1,0,121,0,0,0
220,20,32,3,0,1900000220,1,1,0,471,1,0,121,0,0,0
221,21,33,4,1,1900000221,0,2,0,2700,3,43,137,44,8560,0
221,21,33,4,1,1900000221,1,2,0,2700,3,27,62,46,8610,0
222,22,34,5,2,1900000222,0,3,0,1597,2,175,140,0,0,0
222,22,34,5,2,1900000222,1,3,0,1815,2,172,140,0,0,0
223,23,35,0,0,1900000223,0,0,0,2700,3,27,41,46,8270,0
223,23,35,0,0,1900000223,1,0,0,995,1,0,75,18,3450,0
224,24,36,1,1,1900000224,0,1,1,1178,1,2,0,19,4040,0
224,24,36,1,1,1900000224,1,1,0,1136,1,0,13,18,3800,0
225,25,37,2,2,1900000225,0,2,0,2012,1,0,150,32,5980,0
225,25,37,2,2,1900000225,1,2,0,920,1,0,136,16,2900,0
226,26,38,3,0,1900000226,0,3,0,602,1,0,52,9,1520,0
226,26,38,3,0,1900000226,1,3,0,760,1,0,16,14,2510,0
227,27,39,4,1,1900000227,0,0,0,713,2,145,114,0,0,0
227,27,39,4,1,1900000227,1,0,0,756,2,73,114,0,0,0
228,28,0,5,2,1900000228,0,1,0,1100,2,111,113,0,0,0
228,28,0,5,2,1900000228,1,1,0,911,2,111,113,0,0,0
229,29,1,0,0,1900000229,0,2,0,1561,2,73,136,23,4840,0
229,29,1,0,0,1900000229,1,2,0,2119,1,0,136,35,7200,0
230,30,2,1,1,1900000230,0,3,1,370,1,23,0,8,1440,0
230,30,2,1,1,1900000230,1,3,0,653,1,0,36,12,2320,0
231,31,3,2,2,1900000231,0,0,0,1475,1,0,88,26,4990,0
231,31,3,2,2,1900000231,1,0,0,1936,1,0,91,26,5000,0
232,32,4,3,0,1900000232,0,1,0,787,2,121,123,0,0,0
232,32,4,3,0,1900000232,1,1,0,881,2,1,119,6,1170,0
233,33,5,4,1,1900000233,0,2,0,2641,1,0,53,45,8120,0
233,33,5,4,1,1900000233,1,2,0,1591,1,0,88,29,5220,0
234,34,6,5,2,1900000234,0,3,0,781,2,90,131,0,0,0
234,34,6,5,2,1900000234,1,3,0,778,2,126,131,0,0,0
235,35,7,0,0,1900000235,0,0,1,1258,1,9,0,24,4310,0
235,35,7,0,0,1900000235,1,0,0,1595,1,0,14,29,5400,0
236,36,8,1,1,1900000236,0,1,0,1345,1,0,77,24,4530,0
236,36,8,1,1,1900000236,1,1,0,458,1,0,68,10,1890,0
237,37,9,2,2,1900000237,0,2,0,2700,3,28,138,44,8420,0
237,37,9,2,2,1900000237,1,2,0,2700,3,42,149,39,7660,0
238,38,10,3,0,1900000238,0,3,0,769,2,104,124,0,0,0
238,38,10,3,0,1900000238,1,3,0,451,1,0,124,0,0,0
239,39,11,4,1,1900000239,0,0,0,2086,1,0,117,21,4280,0
239,39,11,4,1,1900000239,1,0,0,2031,2,6,117,22,4560,0
