case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow
188,28,33,0,0,1900000188,1,0,0,1267,1,0,130,24,4420,0
189,29,34,1,1,1900000189,0,1,0,1009,1,0,140,23,3400,0
189,29,34,1,1,1900000189,1,1,0,501,1,0,140,10,1840,0
190,30,35,2,2,1900000190,0,2,0,2610,2,13,101,65,6630,0
190,30,35,2,2,1900000190,1,2,0,1982,1,0,101,50,5280,0
191,31,36,3,0,1900000191,0,3,0,2700,3,9,87,58,7530,0
191,31,36,3,0,1900000191,1,3,0,2686,1,0,84,58,7530,0
192,32,37,4,1,1900000192,0,0,0,1851,1,0,150,34,6170,0
192,32,37,4,1,1900000192,1,0,0,1519,1,0,150,28,5150,0
193,33,38,5,2,1900000193,0,1,0,824,1,0,104,18,2880,0
193,33,38,5,2,1900000193,1,1,0,2372,2,50,104,45,6240,0
194,34,39,0,0,1900000194,0,2,0,2318,2,38,114,51,6520,0
194,34,39,0,0,1900000194,1,2,0,2118,2,20,114,47,6040,0
195,35,0,1,1,1900000195,0,3,0,625,1,0,109,16,2310,0
195,35,0,1,1,1900000195,1,3,0,292,1,0,109,9,1470,0
196,36,1,2,2,1900000196,0,0,0,607,1,0,136,13,2410,0
196,36,1,2,2,1900000196,1,0,0,702,1,0,136,15,2750,0
197,37,2,3,0,1900000197,0,1,0,1066,2,1,94,20,3850,0
197,37,2,3,0,1900000197,1,1,0,1129,1,0,94,21,4020,0
198,38,3,4,1,1900000198,0,2,0,1250,1,0,106,24,4300,0
198,38,3,4,1,1900000198,1,2,0,364,1,0,92,9,1750,0
199,39,4,5,2,1900000199,0,3,0,1005,2,114,123,23,3320,0
199,39,4,5,2,1900000199,1,3,0,1097,2,114,123,25,3560,0
200,0,12,1,1,1900000200,0,1,0,428,1,0,111,11,1730,0
200,0,12,1,1,1900000200,1,1,0,434,1,0,107,12,1850,0
201,1,13,2,2,1900000201,0,2,0,816,2,79,104,20,2730,0
201,1,13,2,2,1900000201,1,2,0,767,2,64,104,19,2610,0
202,2,14,3,0,1900000202,0,3,0,784,2,94,113,15,2980,0
202,2,14,3,0,1900000202,1,3,0,786,2,94,113,15,2980,0
203,3,15,4,1,1900000203,0,0,0,1160,1,0,118,23,4140,0
203,3,15,4,1,1900000203,1,0,0,1261,1,0,118,24,4310,0
204,4,16,5,2,1900000204,0,1,0,662,1,0,115,17,2600,0
204,4,16,5,2,1900000204,1,1,0,797,1,0,115,20,2960,0
205,5,17,0,0,1900000205,0,2,0,750,2,141,120,16,2840,0
205,5,17,0,0,1900000205,1,2,0,750,2,141,120,17,2720,0
206,6,18,1,1,1900000206,0,3,0,590,1,0,129,13,2470,0
206,6,18,1,1,1900000206,1,3,0,722,1,0,129,15,2810,0
207,7,19,2,2,1900000207,0,0,0,800,1,0,132,19,2750,0
207,7,19,2,2,1900000207,1,0,0,464,1,0,132,11,1820,0
208,8,20,3,0,1900000208,0,1,0,421,1,0,102,11,1730,0
208,8,20,3,0,1900000208,1,1,0,399,1,0,102,11,1730,0
209,9,21,4,1,1900000209,0,2,0,944,2,149,124,21,3150,0
209,9,21,4,1,1900000209,1,2,0,2011,1,0,112,44,5830,0
210,10,22,5,2,1900000210,0,3,0,1876,1,0,175,35,6220,0
210,10,22,5,2,1900000210,1,3,0,1469,2,124,175,28,5030,0
211,11,23,0,0,1900000211,0,0,0,1646,2,38,105,36,4880,0
211,11,23,0,0,1900000211,1,0,0,1656,2,48,105,36,4960,0
212,12,24,1,1,1900000212,0,1,0,601,1,0,125,15,2310,0
212,12,24,1,1,1900000212,1,1,0,745,1,0,125,18,2670,0
213,13,25,2,2,1900000213,0,2,0,1135,1,0,53,22,4000,0
213,13,25,2,2,1900000213,1,2,0,402,1,0,104,9,1790,0
214,14,26,3,0,1900000214,0,3,0,666,1,0,108,17,2440,0
214,14,26,3,0,1900000214,1,3,0,779,2,23,108,17,2520,0
215,15,27,4,1,1900000215,0,0,0,705,2,55,145,15,2130,0
215,15,27,4,1,1900000215,1,0,0,702,2,118,145,17,2370,0
216,16,28,5,2,1900000216,0,1,0,825,1,0,111,15,3090,0
216,16,28,5,2,1900000216,1,1,0,778,1,0,111,15,3060,0
217,17,29,0,0,1900000217,0,2,0,536,1,0,102,15,2000,0
217,17,29,0,0,1900000217,1,2,0,593,1,0,102,16,2080,0
218,18,30,1,1,1900000218,0,3,0,635,1,0,122,13,2340,0
218,18,30,1,1,1900000218,1,3,0,464,1,0,122,11,2080,0
219,19,31,2,2,1900000219,0,0,0,1477,1,0,132,28,5060,0
219,19,31,2,2,1900000219,1,0,0,614,1,0,132,13,2510,0
220,20,32,3,0,1900000220,0,1,0,451,1,0,121,10,1920,0
220,20,32,3,0,1900000220,1,1,0,391,1,0,121,9,1750,0
221,21,33,4,1,1900000221,0,2,0,565,1,0,152,14,2200,0
221,21,33,4,1,1900000221,1,2,0,1696,1,0,152,37,4960,0
222,22,34,5,2,1900000222,0,3,0,928,1,0,140,15,3400,0
222,22,34,5,2,1900000222,1,3,0,898,1,0,140,18,3820,0
223,23,35,0,0,1900000223,0,0,0,674,1,0,101,16,2460,0
223,23,35,0,0,1900000223,1,0,0,578,1,0,101,14,2220,0
224,24,36,1,1,1900000224,0,1,0,734,2,95,93,17,2600,0
224,24,36,1,1,1900000224,1,1,0,704,2,53,93,17,2600,0
225,25,37,2,2,1900000225,0,2,0,1661,1,0,150,37,4900,0
225,25,37,2,2,1900000225,1,2,0,1358,1,0,150,31,4180,0
226,26,38,3,0,1900000226,0,3,0,1020,1,0,86,23,3400,0
226,26,38,3,0,1900000226,1,3,0,1015,1,0,87,22,3480,0
227,27,39,4,1,1900000227,0,0,0,1823,2,37,114,34,6090,0
227,27,39,4,1,1900000227,1,0,0,708,2,145,114,14,2690,0
228,28,0,5,2,1900000228,0,1,0,1110,1,0,113,21,3910,0
228,28,0,5,2,1900000228,1,1,0,516,1,0,113,11,2210,0
229,29,1,0,0,1900000229,0,2,0,742,2,3,136,14,2440,0
229,29,1,0,0,1900000229,1,2,0,640,1,0,136,15,2360,0
230,30,2,1,1,1900000230,0,3,0,783,2,79,94,20,2580,0
230,30,2,1,1,1900000230,1,3,0,776,2,79,94,16,2620,0
231,31,3,2,2,1900000231,0,0,0,696,2,132,106,16,2490,0
231,31,3,2,2,1900000231,1,0,0,670,1,0,106,15,2420,0
232,32,4,3,0,1900000232,0,1,0,2700,3,26,123,48,8550,0
232,32,4,3,0,1900000232,1,1,0,1762,1,0,123,32,5830,0
233,33,5,4,1,1900000233,0,2,0,724,2,152,141,13,2520,0
233,33,5,4,1,1900000233,1,2,0,718,2,152,141,16,2720,0
234,34,6,5,2,1900000234,0,3,0,780,2,140,131,19,2680,0
234,34,6,5,2,1900000234,1,3,0,778,2,140,131,19,2680,0
235,35,7,0,0,1900000235,0,0,0,202,1,0,100,7,1230,0
235,35,7,0,0,1900000235,1,0,0,181,1,0,100,7,1230,0
236,36,8,1,1,1900000236,0,1,0,1133,1,0,116,22,3940,0
236,36,8,1,1,1900000236,1,1,0,397,1,0,116,10,1900,0
237,37,9,2,2,1900000237,0,2,0,2332,1,0,149,42,7590,0
237,37,9,2,2,1900000237,1,2,0,1906,1,0,149,35,6400,0
238,38,10,3,0,1900000238,0,3,0,417,1,0,124,10,1920,0
238,38,10,3,0,1900000238,1,3,0,417,1,0,124,10,1920,0
239,39,11,4,1,1900000239,0,0,0,702,2,114,117,16,2560,0
239,39,11,4,1,1900000239,1,0,0,695,2,114,117,16,2480,0
